,sent1,sent2,label,source
7185,روستای سُه از توابع شهرستان شاهین‌شهر و میمه در استان اصفهان و در طول و عرض جغرافیایی ۳۳ درجه و ۱ دقیقه شمالی و ۵۱ درجه و ۲۱ دقیقه شرقی واقع می‌باشد.,جمعیت این روستا چیزی در حدود 1500 نفر است. ,n,natural-wiki
7340,جو پس از ورود به کارخانه پاک و تمیز می‌شود.,پس از آن نوبت به انجام عملیات تخمیر میرسد که نیازمند کار بیشتریست.,n,natural-wiki
288,مراکز CDC برای کنترل بیماری و پیشگیری از بیماری CERT / CC CERTa مرکز هماهنگی,CDC در نیویورک گرد و خاکستری بود.,n,translation-train
71,حمام‌های نشیمن در مدل‌های مختلفی ساخته می‌شوند اما مدل‌های متداول و پرکاربرد این تجهیز، قابلیت قرارگیری بر روی انواع توالت‌های فرنگی را دارا می‌باشند.,حمام های نشیمن تنوع زیادی ندارند. ,c,natural-wiki
35,دلايل اين بيماري هنوز مشخص نشده است.,تغزیه ناسالم از مهم‌ترین عوامل این بیماری شناخته شده است.,c,natural-miras
359,یک مقام مسئول در وزارت صنعت، معدن و تجارت از برنامه‌ریزی دولت برای توزیع ۳۰۰ هزار تن شکر در بازار خبر داد و گفت: قرار است که در روزهای آینده شکر در بازار توزیع شود؛ اما هنوز این اتفاق رخ نداده و قیمت در بازار به ۴ هزار تومان هم رسیده است.,شکر ۴ هزار تومان شد,e,natural-miras
731,بودا که در قدیم، پایتخت پادشاهی مجارستان بود، در ۱۷ نوامبر ۱۸۷۳ با پست و اُبودا ادغام شد و شهر بوداپست از آن پس رسماً شکل گرفت.,بوداپست از ترکیب شهرهایی در مجارستان پدید آمد. ,e,natural-wiki
99,وی به زودی با نوشتن «تاریخچه جنبش حق رای زنان» با او همکاری کرد.,او به فعالیت‌هایش ادامه داد.,n,natural-wiki
1010,پیراهن ساده سفید و یا راه‌راه مردانه با این نوع از کفش‌ها و مدل مو مناسب هستند.,شما می توانید پیراهن های راه راه سفید بپوشید.,e,translation-train
349,"هفت سال بعد از ساخته شدن اولین بالگردی که می‌توانست پرواز کند،
 دو افسر نیروی هوایی مجارستانی بالگردی ساختند 
که اتفاقاً پروازهای متعددی
 در ارتفاعات بالا انجام داد،
 ولی هرگز اجازهٔ پرواز آزاد نداشتند.","هفت سال بعد از ساخته شدن اولین بالگردی که می‌توانست پرواز کند،
 دو افسر نیروی هوایی مجارستانی بالگردی ساختند که اتفاقاً پروازهای متعددی
 در ارتفاعات بالا انجام داد، و آزادانه به هر جایی که می خواستند پرواز آزاد داشتند.",c,natural-wiki
45,در تغییر شغل‌ها در آینده، ممکن است گینگریش موقعیت خود را برای پر کردن آن قرار دهد.,گینگریش نباید در قدرت باشد.,n,translation-dev
378,اسرائیلی ها خوشحال هستند که مردم از همه جا به کشورشان سفر می کنند و شما را با گرمی واقعی استقبال می کنند.,اسرائیلی ها نسبت به مسافران سرد هستند.,c,translation-train
109,کارین پس از مدتی انتظار و دوری از لاری، متوجه می‌شود که لاری در نیویورک، به هوس بازی روی آورده و به این دلیل خودش را به جای خواهر کذایی خود به نام کاترین می‌زند و به نزد لاری می‌رود تا وفاداری او را بسنجد.,لاری به کارین خیانت کرده است.,e,natural-wiki
33,آقای اولمرت خواستار یک اعلامیه کلی متضمن اصول است.,آقای عباس خواستاراعلامیه ای جامع است که وضعیت بیت المقدس، آوارگان فلسطینی ومرزهای نهائی را مورد توجه قراردهد.,n,natural-voa
530,این تمدن بزرگ در حدود ۱۴۵۰ سال قبل از میلاد به پایان رسید ، فاجعه بار بود,علت پایان آن طاعون بود که جمعیت را کاملاً از بین برد.,n,translation-train
7294,در آن سیستم، β پرسی Aa1 گرم و پرنور است، اما β پرسی Aa2 بزرگ‌تر و خنک‌تر و کم‌نورتر است.,این سیستم را یک دانشمند آفریقایی برای اولین بار کشف کرد. ,n,natural-wiki
7173,پس از آن به تولید پویانمایی‌های تلویزیونی روی آورد و کار کارتون را نیز در وبلاگ شخصی خود ادامه داد.,کارتون در زبان انگلیسی معنای کاملاً متفاوتی دارد. ,n,natural-wiki
161,کرهٔ چشم در این حرکات به بالا و داخل چرخش دارد، گاهی ناگهان، مجموعه‌ای از حرکات سریع چشم در محور افقی یا بالا و پایین ملاحظه می‌شود که ممکن است بیست دقیقه یا بیشتر، به طول انجامد.,مجموعه حرکات سریع در کره‌ی چشم هم‌زمان با رویا است زیرا هم‌زمان با حرکات سریع چشم، فعال شدن هیپوفیز نیز دیده می‌شود.,n,natural-wiki
978,او، برای بیشترِ فیلم‌های نونو، کارگردان مشهور ایرانی، موسیقی متن ساخته است.,او، برای بیشترِ فیلم‌های نونو، کارگردان مشهور ایرانی، موسیقی متن ساخته است. او با نونو همکاری زیادی داشته است.,e,natural-wiki
203,نظر سنجی های پيش از رای گيری حاکی از آن است که بلوک نخست وزير ممکن است سهم عمده ای از آرا را کسب کند، اما اين سهم تا آن حد نخواهد بود که بتواند به اکثريت پارلمانی دست يابد.,نخست‌وزیر اکثریت صندلی‌های پارلمان را به دست خواهد اورد.,c,natural-voa
68,Unbar ، فرانسیسکو! او به زبان اسپانیایی صدا زد.,او فرانسیسکو را به زبان اسپانیایی صدا می کند.,e,translation-train
7212,در بعضی موارد، رفتارهای خود آزارانه و پرخاشگری نیز دیده می‌شود.,باید قبول کرد تمام انسانها مثل هم نیستند. ,n,natural-wiki
224,در این آموزش های تعاملی گرد آوری شده دانش آموزان مقطع اول متوسطه به خوبی می توانند با ویژگی فلزات و مفهوم آن بیشتر آشنا شوند.,دانش آموزان متوسطه تنها بعد از مقطع سوم با ویژگی‌های قلزات آشنا می‌شوند.,c,natural-miras
1075,جان ایستاد و آخرین نگاهی به سوزان کرد و رفت.,جان و سوزان با یکدیگر صحنه را ترک کردند.,c,translation-train
0,این مسابقات بین آوریل و دسامبر در هیپودروم ولیفندی در نزدیکی باکرکی ، ۱۵ کیلومتری (۹ مایل) غرب استانبول برگزار می شود.,در ولیفندی هیپودروم، مسابقاتی از آوریل تا دسامبر وجود دارد.,e,translation-train
1412,هیچ پنجره ای وجود نداشت ، که به نظر مشکوک می رسید.,دو در وجود داشت.,n,translation-train
359,مشهورترین کمیک‌های فرانکو بلژیکی داستانهای تین تین هستند که توسط هرژه (herge) تألیف شدند.,ژاکلین علاقه ای به کمیک ندارد.,n,natural-wiki
7247,امروزه کشور ارمنستان خواهان به رسمیت شناختن این نسل‌کشی است اما دولت ترکیه علی‌رغم عدم انکار وقوع چنین واقعه‌ای از پذیرفتن این واقعه با عنوان «نسل‌کشی» خودداری کرده و وجود سیاست سیستماتیک برای نابودی ارمنیان را قبول ندارد.,ارمنستان همیشه جنگهای خونین داشته و مردم آن همیشه در حال مهاجرت هستند. ,n,natural-wiki
1450,سازمان حفاظت محیط زیست تعیین کرده است که اثرات آن حداقل یا ناچیز خواهد بود زیرا از جمله دلایل دیگر ،  الزامات بازسازی مرحله به مرحله همراه با انعطاف پذیری مورد قبول که به مشاغل کوچک در سال های اولیه برنامه داده می شود، به آنها اجازه می دهد تا بدون سختی به بازار جدید به عنوان دوباره تولید کننده های دارای مجوز٬ انتقال یابند .,سازمان حفاظت محیط زیست احمق بود وقتی که فکر می کرد تأثیر کمی خواهد داشت.,n,translation-train
7239,این صحرای پهناور در منطقۀ شرقی واقع شده‌است.,عمان یکی از کشورهای موفق دنیای عرب است. ,n,natural-wiki
8181,جود لا متولد منطقه جنوب شهر لندن است. وی فرزند دوم خانواده بوده و یک خواهر به نام ناتاشا دارد. ,جود لا در خانواده ای تک فرزندی در جنوب لندن به دنیا آمد,c,natural-wiki
110,آیا جرات این را دارید که برخیزید و قوانین بی ارزشی که حاکم بر مردان کمتر است را رد کنید؟,آیا شما قیام می کنید و تمام اربابان شرور شهر را شکست می دهید؟,n,translation-dev
846,بند دوم این است که اختلاف نرخ باید برابر با میانگین پس انداز افزایشی برای برنامه کارگاه کاری باشد.,اختلاف نرخ باید معادل متوسط پس انداز افزایشی باشد.,e,translation-train
2250,بنا به قول او، پدرش این شغل را در معرض کسادی دید و پیشهٔ خود را از سماور سازی به سنگ‌بری تغییر داد.,پدر وی کارگاه سماورسازی بزرگی در اصفهان داشت.,n,natural-wiki
583,جی نورث (؛ زادهٔ ) هنرپیشه اهل ایالات متحده آمریکا است.,جی نورث اهل آمریکای جنوبی است,c,natural-wiki
553,--,--,e,translation-train
752,هنگامی که فیلم در سینما در کشور نیوزیلند بر روی پرده رفت، رنک خشونت سنی R16 دریافت کرد اما هنگامی که در بر روی DVD منتشر گردید، نمره خشونت آن به R18 تغییر پیدا کرد.,رده‌ی سنی فیلم‌ها توسط شرکت تولیدکننده تعیین می‌شود.,n,natural-wiki
7179,"نخستین مدال ""اخمتخوزین"" در گروه سنی بزرگسال، مدال نقرهٔ جام جهانی شمشیربازی در ونیز در سال ۲۰۱۲ بود.",در مسابقات قهرمانی جهان ۲۰۱۳ با شکست دادن لی شنگ (قهرمان المپیک) به بازی پایانی رسید؛ ولی مقابل شمشیربازی از آمریکا شکست خورد و مدال نقره را به گردن آویخت.,n,natural-wiki
2273,این خورشیدگرفتگی در تاریخ ۲۰ ژوئیه ۱۹۴۴ میلادی روی داد که زمان اوج آن، ساعت ۵:۴۳:۱۳ به ‌وقت ساعت هماهنگ جهانی بوده‌است.,خورشیدگرفتکی سال ۱۹۴۴ در ماه ژوئن بود.,e,natural-wiki
1056,و همانطور که احتمالاً می دانید ، در ارائه تخمین های نیازهای آینده خود ، سرویس پستی از داده های مالی و عملیاتی سال مالی ۱۹۹۸ به عنوان معیار استفاده کرد.,سرویس پستی قادر به یافتن داده های مالی و عملیاتی نبود.,c,translation-train
739,اگرچه ابهام و تنوع زیادی در حالت‌های این سبک وجود دارد، ولی موسیقی ویپورویو غالباً به عنوان وسیله‌ای برای نقد کردن و به تمسخر گرفتن جامعهٔ مصرف‌گرا، فرهنگ یاپی دههٔ ۱۹۸۰، و موسیقی نیو ایج در نظر گرفته می‌شود، درحالی که از لحاظ صوت‌شناسی و زیبایی‌شناختی، شیدایی ناب و کمیابی را بواسطهٔ آثار خاطره‌انگیزش به نمایش می‌گذارد.,این نوع موسیقی با هدف انتقادی ساخته می‌شود.,e,natural-wiki
1422,می دانید هفتاد یا نود پوند را روی پشت خود بگذارید و به پیاده روی بروید ، اما اوه می تواند بسیار سرگرم کننده باشد.,کوله پشتی های سنگین پیاده روی را بسیار ناخوشایند می کند.,n,translation-train
201,رائول کاسترو کفيل رياست جمهوری کوبا می گويد آماده عادی سازی روابط کشورمتبوع خود با آمريکا است، اما نسبت به هرگونه اقدام تجاوزکارانه ای عليه کوبا ، به واشنگتن هشدار می دهد.,کوبا آماده‌ی از سر گرفتن روابط با آمریکا است.,e,natural-voa
70,چه کسی می تواند باشد؟,گوینده نمی داند که او کیست.,n,translation-train
2209,اما دوران موفقیت‌آمیز رایکوف با تاج ادامه نیافت و در جام تخت جمشید ۱۳۵۴ تاج به مقام چهارمی بسنده کرد.,او در جام تخت جمشید نایب قهرمان شد.,c,natural-wiki
545,قانون تغییر کاربری فدرال در سال ۱۹۹۴ (FASA) (قانون عمومی ۱۰۳-۳۵۵) a این قانون آژانس ها را موظف میکند تا هزینه ها ، برنامه ها و اهداف عملکردی را برای برنامه های خرید فدرال (شامل پروژه های IT) تعریف کنند و این برنامه ها را نظارت کنند تا از ماندگاری آنها در محدوده توصیه شده، اطمینان حاصل شود.,این قانون آژانسها را برای اهداف مختلف برنامه های تملك تعیین می كند.,e,translation-train
1029,فکر کنم سال گذشته بود,سال بعد فکر می کنم,c,translation-train
7105,سفرنامه‌ها هرچند از کتاب‌های راهنمای سفر نیستند اما حاوی اطلاعات مفیدی دربارهٔ مقصدهای سفر هستند و در طول تاریخ حائز اهمیت بوده‌اند.,در کشورهای پیشرفتۀ دنیا سفرنامه نویسی یک شغل است.,n,natural-wiki
995,از آن زمان، آلبرت دوران عفو مشروط خود را گذرانده و مجری یک نمایش شبانه ورزشی در MSG در نیویورك شده‌است.,مجرم سابق اکنون یک ورزشکار است.,e,translation-train
884,شما گفتید او به شمال رفت.,شما گفتید که به سمت شمال رفت.,e,translation-train
251,در لباس بلند خاکستری اش ، با پلیسه های سفید که از مچ دستان باریک اش آویزان شده بودند ، بسیار زیبا به نظر می رسید.,او در لباس شلخته اش زشت و زننده به نظر می رسید.,c,translation-train
315,طراحی گرافیکی نشریه توسط فرهاد فزونی صورت می‌گیرد.مدیریت اجرایی فرهنگ و آهنگ نیز برعهده نشاط نوذری است.,میان اعضای نشریه جلسه ای برگزار شد.,n,natural-wiki
1511,مورن داود پس از سالها تحقیق در مورد رئیس جمهور کلینتون ، جمهوری خواهان را برای محافظت از گذشته های بوش مقصر دانست.,داود از اینکه جمهوری خواهان با بوش و کلینتون متفاوت رفتار می کردند،  ناراحت بودند.,e,translation-train
425,این خنده دار است ,این یک داستان مضحک است.,e,translation-dev
37,بله خوب من خوب هستم من به طور قطع از ان حمایت می کنم.,من قطعاً با آن موافقم.,e,translation-train
7408,عایشه در این جنگ آسیبی ندید و تنها یک خراش جزیی بر روی یکی از بازوانش به وجود آمد.,عایشه که در پشت جبهه به فعالیت مشغول دید آسیب زیادی ندید.,e,natural-wiki
245,نيروهای آمريکا هم اکنون درافغانستان استقراردارند، اما اجازه ندارند درطول مرزهای پاکستان دست به عمليات بزنند.,نیروهای امریکایی فعلا دست نگه داشته اند.,e,natural-voa
854,ما در یک راهرو تنها بودیم.,ما در راهرو شلوغ ایستاده بودیم.,c,translation-train
15,او پس از جنگ دستگیر شد و برای بازپرسی به مسکو فرستاده شد و تا ۱۰ اکتبر ۱۹۵۵ در زندانی انفرادی در شوروی محبوس بود.,او بلافاصله بعد از جنگ به آلمان بازگشت و باقی زندگی خود را به عنوان شهروندی عادی طی کرد.,c,natural-wiki
485,اما انواع مختلفی از ماهیگیری وجود دارد.,روش های مختلفی برای ماهیگیری وجود دارد.,e,translation-train
726,تریچلا سیکورا ۵۴ کیلومتر مربع مساحت و ۲٬۷۲۴ نفر جمعیت دارد و ۴۳۷ متر بالاتر از سطح دریا واقع شده‌است.,تریچلا سیکورا شهر کوچکی در ایتالیا است.,e,natural-wiki
1092,دانش درست در زمان مناسب عالی است.,دانستن چیزهایی که در یک زمان خاص آموخته می شوند عالی است.,n,translation-train
119,علاوه بر تالار مانداپا برای نمازگزاران٬ چهار گنبد سیکارا از ایوان ورودی نیز بالا رفته بود. یک سالن بزرگتر برای دختران رقاص؛ و پناهگاه داخلی ، محاصره شده توسط یک محیط بان برای پیاده روی در برابر تصویر خدایان.,بازدید کنندگان مجاز به راه رفتن پیرامون تصویر خدایان نیستند، اما باید بی سر و صدا جلوی آن بنشینند.,c,translation-train
142,ما در رابطه با آداب و رسوم هدیه دادن دچار مشکل شده ایم.,مشکل ما با آداب و رسوم هدیه دادن، افرادی هستند که نمی دانند چگونه هدیه های مناسبی انتخاب کنند.,n,translation-train
461,پس انداز خالص شخصی ,فقط پس انداز ملی و دولتی وجود دارد.,c,translation-train
129,مقدار اندکی آب راديو اکتيو در يک نيروگاه اتمی شرکت برق توکيو نشت کرد، اما مسئولان گفتند مردم در خطر نيستند.,خطری مردم را تهدید نمی کند.,e,natural-voa
266,او یک اتاق را اجاره کرد و من هم یکی را اجاره کردم.,او یک اتاق را اجاره کرد ، اما من خودم به اندازه کافی پول نداشتم.,c,translation-train
1744,حرف‌های خوبی بود ولی وقتی بحث انتخابات مجلس سال ٩٤ پیش آمد جامعه احساس کرد که دولت اصلا در حوزه‌های داخلی توان دفاع از قانون را ندارد.,جامعه اعتماد خود نسبت به صیانت قانون توسط دولت را از دست داده بود.,e,natural-miras
555,فورد سیتی (به انگلیسی: Ford City) یک منطقهٔ مسکونی در ایالات متحده آمریکا است که در شهرستان کرن، کالیفرنیا واقع شده‌است.,فورد سیتی در کالیفرنیا است,e,natural-wiki
238,درست است. فکر می کنم با مکزیک و کانادا مشکل مشابهی را داشته باشیم و از طرف دیگر انگلیسی یکی از زبانهای ملی آنها است.,ما احتمالاً در مورد استفاده از زبان انگلیسی مشکلات مشابه مکزیک و کانادا را داریم.,e,translation-train
7159,"شرکت ""والرو انرژی"" یکی از بزرگترین ارائه‌کنندگان بنزین در ایالات متحده بوده، که ۶٫۲۰۰ جایگاه پمپ بنزین آن، در کشورهای ایالات متحده، کانادا و بریتانیا گسترده می‌باشند.",کارگران این شرکت از امتیازات زیادی برخوردار هستند که یکی از آنها شهرکی است که در اطراف کارخانه درست شده است. ,n,natural-wiki
155,دیگر روایاتی که پیرامون اقدامات طغرل بیان شده، بازسازی ابنیه و عمارات اصفهان پس از حمله به آن شهر و تخریب آن است، که حتی نظر ناصرخسرو را نیز جلب کرده و بیان کرده که نام طغرل را بر دروازهٔ شهر خان لنجان، واقع در هفت فرسنگی اصفهان، حک نمودند و مردم نیز به اصفهان بازگشتند.,از اقدامات طغرل تخریب بنا‌ها و عمارات تاریخی اصفهان پس از حمله به آن شهر است.,c,natural-wiki
284,حتی نزدیک بود با یکدیگر ازدواج کنند ولی ریون (هم تیمی آن‌ها) که در آن زمان روح شیطانی‌اش بر او مسلط بود مراسم ازدواج را به هم زد و روابط بین آنها هم پس از مدتی از بین رفت.,روابط آن‌ها پس از دخالت‌های ریون خدشه دار شد و از هم جدا شدند.,e,natural-wiki
764,گزارش داده شده است که ساکت پس از اولین استفاده توسط دریافت کنندگانش به سرعت شکسته شده است..,ساکت خیلی زود شکست.,e,natural-wiki
1046,و سپس به ما ایده خوبی داد که چه اطلاعاتی برای رسیدن به اهداف خود نیاز داریم.,ما بی‌رمق بودیم و هیچ هدفی نداشتیم.,c,translation-train
245,Punditus Interpreus ، فینال,آخرین Punditus Interpreus,e,translation-dev
1222,دامن کوتاه با کفش های پاشنه بلند زیباتر است.,من سعی کردم در محل کار دامن کوتاه بپوشم ، اما یاد گرفتم که ایده خوبی نیست.,n,translation-train
934,بله...اقتصاد، آنچه که من در مورد آن فکر می کردم یک مسئله اقتصادی در این مورد است,مسئله اقتصادی نیست.,c,translation-train
1417,من فکر می کنم این اشتباه بود که ما او را برای آمریکایی ها بکشیم تا او را بکشند.,آمریکایی ها فاقد احساس درست و غلط هستند. آنها عموماً کودن هستند.,n,translation-train
368,ترک‌ها برای ایجاد مرکز تجاری در ایران و عرضه محصولات خود، نه تنها مجوز نگرفته‌اند و روال قانونی را طی نکرده‌اند، بلکه تعهدی نیز برای تولید در داخل، حتی در آینده نداده‌اند.,تا حال حاضر هیچ شرکت ترکیه‌ای بر اساس  مقررات جدید ایران مجوز واردات نگرفته است.,n,natural-miras
215,این تعداد کمی از اختلافات مفصلی را به وجود آورد.,این شادی و گرما را به وجود آورد.,c,translation-train
956,گل زیبای زیر طاق او در دربی معروف سال ۱۳۷۹ به احمدرضا عابدزاده که در آن روزها در اوج آمادگی قرار داشت و درگیری نوازی و حمید استیلی، پایان رأفت و پرویز برومند که منجر به رفتن دو روزه او به زندان شد در همان بازی رخ داد.,دربی سال ۱۳۷۹ شامل درگیری نوازی و استیلی و گل خوردن عابد زاده بود.,e,natural-wiki
17,تصویر غیر سازگار ملکه زشت ماریانا از اتریش بدست ولازکوز با  تصویر مسیح عارف عظیم بدست ال گرسو در کروس ریبرا، افراد موجود در کلاب پا را خنداند.,ال گرسو یک نقاش بسیار مشهور اسپانیایی بود که کارهای او اغلب مذهبی بودند.,n,translation-train
7116,این برنامه یکی از پر طرفدارترین برنامه‌های صداوسیما است و در دو سایت یوتیوب و آپارات می‌توان به ویدئوهایی از این برنامه دست پیدا کرد و تنها سایت رسمی این برنامه به آدرس https://web.archive.org/web/20190831050744/http://pro-marefat.ir/ می‌باشد.,در این برنامه به گفتگو دربارهٔ فلسفه اسلامی پرداخته می‌شود و گاهی به خاطر مناسبت‌های اسلامی، مجری و مهمان این برنامه عوض می‌شود.,e,natural-wiki
2317,چندی بعد خاتمی از کیهان رفت و اصغری به عنوان سرپرست و نماینده ولی فقیه در کیهان معرفی شد.,اصغری پیش از این سمت های متفاوتی داشت.,n,natural-wiki
335,چهار سال در مالزی و سه سال در فیلیپین,شش سال در مالزی و دو سال در فیلیپین.,c,translation-train
1094,قبل از سقوط کمونیسم ، کنگره تحریم های گسترده ای را علیه رژیم آپارتاید در آفریقای جنوبی به تصویب رساند.,کنگره در آفریقای جنوبی از آپارتاید پشتیبانی نکرد.,e,translation-train
233,به گزارش خبرگزاری ايرنا، کشتی گيران مدال آور ايران از مسابقه های قهرمانی جهان و بازيهای المپيک، از اين پس به استخدام شرکت نفت در خواهند آمد.,کشتی گيران مدال آور ايران به استخدام شرکت نفت در می آيند,e,natural-voa
529,کیوسک مورد استفاده ویلیامز بخشی از تلاش های سراسر کشور برای مقابله با طغیان دادخواهانی است که نمی توانند از عهده استخدام وکلا برآیند یا از آن امتناع ورزند.,کیوسک تلاشی برای کاهش سیل دادخواهان است که قادر به استخدام وکلا نیستند و یا امتناع می کنند.,e,translation-train
7,نایب رئیس اتحادیه فروشندگان لوازم یدکی خودرو با انتقاد از اینکه سازمان استاندارد و گمرک همکاری لازم را برای ممنوعیت ورود کالای بی کیفیت به بازار انجام نمی‌دهkد، گفت:متأسفانه ممنوعیتی در واردات قطعات خودرو وجود ندارد.,واردات قطعات خودروی بی کیفیت مانعی جدی از طرف گمرک ندارد.,e,natural-miras
203,و سکه های باستانی,و واقعا سکه های قدیمی,e,translation-dev
530,در ۲ می ۱۰ کوهنورد از جمله وانگ فوزو از اعضای تیم سال ۱۹۶۰ جبهه شمالی اورست که البته کمی بالاتر از کمپ ۲۰ متر روی یخ سقوط کرد توانستند پس از ۴٫۵ ساعت به قله برسند.,وانگ فوز بدون سقوط توانست به قله برسد,c,natural-wiki
225,اما برخی از دمکرات ها می گويند اين کار بايد مدت ها پيش انجام می گرفت.,دموکرات‌ها می‌گویند اکنون زمان  اجرای این برنامه است.,c,natural-voa
7144,"""بتمن"" از ""دیانا"" می‌خواهد به وی کمک کند تا سایر ابرقهرمانان را نیز پیدا کنند زیرا حس می‌کند آن‌ها باید بجنگند.",در مورد جنگیدن ابر قهرمانان بین آنها ائتلافی ایجاد شده بود. ,e,natural-wiki
443,زمان سقوط هواپیما را با جزئیات روشن توصیف می کند (درست به بیگانه ای که کمک های اولیه به یک همکار زخمی ارائه می دهد) ، سپس می گوید که فضاپیمای سقوط کرده بدون شک یک بالون نظامی بوده است.,زمان عمدا خواننده را گمراه می کند تا به داستان بیگانه اعتقاد داشته باشد.,n,translation-train
158,تامی کجاست؟,آیا می دانید تامی کجاست؟,e,translation-train
98,وی به زودی با نوشتن «تاریخچه جنبش حق رای زنان» با او همکاری کرد.,او نویسنده ی کتاب «تاریخچه جنبش حق رای زنان» است. ,e,natural-wiki
183,اسب می‌تواند به شکل حرف L برعکس با احتساب سه خانه تنها رو به جلو حرکت کند و قابلت حرکت به طرفین یا پشت را ندارد.,اسب قابلیت حرکت به شکل حرف L را دارد.,e,natural-wiki
7176,او در سال ۱۳۴۹ و پس از نمایش فیلم قیصر، به حمایت تمام قد از مسعود کیمیایی می‌پردازد و از همان زمان، دوستی پایداری میان‌شان شکل می‌گیرد.,مسعود کیمیایی گرایشهای ضد آمریکایی داشت و برای هم با جمهوری اسلامی سازش کرده است. ,n,natural-wiki
978,چیزی در مورد بزرگواری [کرگان] وجود دارد که انگار برای چهار سال پیش است.,Corgan باعث می شود همه سال ۲۰۱۳ را به یاد بیاورند.,n,translation-train
174,کره: از لحاظ طعم در میان انواع مواد چرب، بهترین گزینه برای این خمیر کره است.,بهترین گزینه برای تهیه این خمیر پنیر چرب است.,c,natural-wiki
488,فکر می کنم اگر شهرها را بصورت محلی بشناسید می دانید که برنامه های بیشتری را اجرا می کنند تا بتوانید این کار را انجام دهید این کار را بسیار ساده تر می کند بنابراین,اگر شهرها برنامه های بیشتری را برای کودکان شروع می کردند ، راحت تر خواهد بود.,n,translation-train
200,۴ میلیون مردم در خانه هایشان اخبار شب را در CBS ، ABC و NBC مشاهده می کنند.,هیچ کس nbc را تماشا نمی کند.,c,translation-dev
25,عقب نشینی آنها باعث ایجاد صلح و آرامش در بین فرقه ها شد.,اما سپس از اين نواحی عقب نشينی کردند، که اين امر به آرام شدن خشونت های فرقه ای کمک کرد.,e,natural-voa
515,بله ، در همین زمان، برگها در همه جا درحال ریزش بودند و ما حقیقتا به مدت دو هفته در حالت اضطراری قرار داشتیم,برگهایی که ریخته اند در معابر پخش شده اند و رفت و آمد را با مشکل مواجه کرده اند.,n,translation-train
466,مهندسین ارتش آمریكا (USACE) ، انستیتوی صنعت ساخت و ساز (CII) ، ۳ و سایر تلاشهای FFC و سایر افراد برای تقویت این مطالعه.,FFC با تأمین بودجه پژوهشگران اصلی برای سه سال دیگر ، این مطالعه را تقویت می کند.,n,translation-train
1215,سیاست وزارت فاقد معیارهایی برای سنجش پایداری طراحی و کنترل فرایندها است.,وزارت دفاع دارای سیاست معیارهایی برای سنجش ثبات در طراحی و کنترل فرآیند نیست.,e,translation-train
472,شنژن اولین منطقه ویژه اقتصادی چین بود.,درون چین شنژن بود و اولین و تنها منطقه ویژه اقتصادی چین بود.,n,translation-train
406,زیرا ماداموزیل سینتیا قهوه خود را با شکر نمی خورد.,سینتیا به دلیل رژیم غذایی اش نمی تواند شکر در قهوه خود داشته باشد.,n,translation-train
1529,بدبین نباش.,بدبین باش.,c,translation-train
48,در شمال لیبی به دلیل توفان، خروج شهروندان خارجی با مشکل مواجه شده است، اما گزارش شده است که یک کشتی حامل شهروندان آمریکایی امروز (جمعه) لیبی را ترک کرده.,به دلیل توفان در لیبی هیچ شهروند خارجی نتوانسته است از لیبی خارج شود.,c,natural-miras
140,بعدها از سال ۱۹۷۱ تا ۱۹۷۲ به تحصیل کارشناسی ارشد در رشته مدیریت فناوری اطلاعات «دانشکده مدیریت اسلون» پرداخت.,او در سال ۱۹۷۱ تا ۱۹۷۲ به تحصیل پرداخت.,e,natural-wiki
374,رگه های بزرگ آتش، که به سمت بهشت میخزیدند و در آسمان به هم می پیوستند.,آتش ، دود یا شعله ای نبود.,c,translation-train
452,نمونه هایی از این موارد را در سیارات غول پیکر بیرونی داریم.,مواردی از این در برخی از اجرام سماوی بزرگ وجود دارد.,e,translation-train
72,بله ، فکر می کنم رستوران مورد علاقه من همیشه یکی از رستوران های نزدیک هستن.  معمولا نزدیک ترین رستورانی که حداقل معیارهایی را که از غذای خوب می دانید مطابقت داشته باشد,رستورانهای مورد علاقه من همیشه حداقل صد مایل با خانه من فاصله دارند.,c,translation-dev
963,شرکت بانج هم‌اکنون دارای ۴۰۰ کارخانه تولید مواد غذایی، محصولات کشاورزی و صنایع شیمیایی در ۴۰ کشور جهان می‌باشد و پس از کمپانی‌های کارگیل و آرچر دانیلز میدلند، سومین شرکت در حوزه علوم و صنایع غذایی جهان محسوب می‌شود.,شرکت بانج تنها در داخل کشور به تولید محصولات کشاورزی و صنایع شیمیایی می‌پردازد.,c,natural-wiki
202,بعضی اوقات چنین بودجه ای برای آموزش مجدد IT به پرسنل غیر فنی موجود  تخصیص داده میشود.,بعضی اوقات بودجه به آموزش مجدد پرسنل غیر فنی موجود اختصاص می یابد تا آنها بتوانند نحوه برنامه نویسی با رایانه های خود را یاد بگیرند.,n,translation-train
539,این شرکت تا سال ۲۰۱۱ متعلق به خانواده پورشه و خانواده پیک بود، ولی در ماه مارس این سال، کلیه سهام آن، به ارزش ۳٫۳ میلیارد یورو، توسط گروه فولکس‌واگن خریداری شد.,مالکیت این شرکت در بین خانواده پورشه و خانواده پیک و سپس گروه فولکس واگن گشته است.,e,natural-wiki
568,او خواهر بزرگتر بازیگر اما بولگر نیز می‌باشد .,اما بولگر یک خواهر بزرگتر از خودش دارد,e,natural-wiki
